timestamp,cell_id,cell_type,slice_type,throughput_mbps,latency_ms,packet_loss_pct,handover_count,rsrp_dbm,rsrq_db,prb_utilization_pct,active_users,sla_compliant
2024-01-02 12:00:00,CELL_001,macro,eMBB,1066.76,11.135,1.0275,4,-82.1,-11.3,51.9,36,1
2024-01-02 13:00:00,CELL_001,macro,eMBB,581.04,14.121,0.042,4,-115.8,-3.0,54.6,29,1
2024-01-02 14:00:00,CELL_001,macro,eMBB,770.62,4.236,0.4345,5,-103.8,-7.78,61.0,42,1
2024-01-02 15:00:00,CELL_001,macro,eMBB,511.87,10.64,1.1635,2,-103.8,-10.37,70.7,32,1
2024-01-02 16:00:00,CELL_001,macro,eMBB,980.84,8.859,0.4991,6,-78.5,-3.0,89.6,46,1
2024-01-02 17:00:00,CELL_001,macro,eMBB,753.53,8.634,0.2915,1,-91.5,-14.39,45.3,24,1
2024-01-02 18:00:00,CELL_001,macro,eMBB,353.14,14.007,0.2413,3,-93.1,-15.67,74.0,25,1
2024-01-02 19:00:00,CELL_001,macro,eMBB,758.12,13.779,0.0233,3,-86.1,-12.46,63.7,32,1
2024-01-02 20:00:00,CELL_001,macro,eMBB,410.77,9.152,2.2784,3,-106.8,-11.49,30.3,27,0
2024-01-02 21:00:00,CELL_001,macro,eMBB,884.0,10.27,0.6522,2,-87.4,-8.9,71.4,38,1
2024-01-02 22:00:00,CELL_001,macro,eMBB,708.62,5.783,0.7626,4,-117.9,-20.0,64.5,50,1
2024-01-02 23:00:00,CELL_001,macro,eMBB,998.52,10.512,0.8152,2,-90.8,-13.25,63.5,49,1
2024-01-03 00:00:00,CELL_001,macro,eMBB,976.93,7.082,0.0726,2,-74.5,-17.84,52.6,49,1
2024-01-03 01:00:00,CELL_001,macro,eMBB,712.58,6.486,0.3191,3,-91.0,-12.25,66.1,48,1
2024-01-03 02:00:00,CELL_001,macro,eMBB,961.35,5.866,0.419,4,-103.0,-19.84,79.3,42,1
2024-01-03 03:00:00,CELL_001,macro,eMBB,1086.51,4.997,0.6633,0,-95.5,-8.8,70.4,36,1
2024-01-03 04:00:00,CELL_001,macro,eMBB,899.2,6.379,0.3998,3,-81.0,-11.08,91.5,46,1
2024-01-03 05:00:00,CELL_001,macro,eMBB,927.4,8.177,0.0997,2,-82.6,-9.39,55.3,50,1
2024-01-03 06:00:00,CELL_001,macro,eMBB,794.66,8.281,0.0459,2,-105.8,-19.82,93.5,58,1
2024-01-03 07:00:00,CELL_001,macro,eMBB,990.77,12.198,0.5683,5,-83.7,-10.32,71.8,41,1
2024-01-03 08:00:00,CELL_001,macro,eMBB,1071.47,8.444,0.1366,4,-94.5,-11.44,70.3,51,1
2024-01-03 09:00:00,CELL_001,macro,eMBB,818.0,6.943,0.5569,3,-99.3,-15.44,46.3,45,1
2024-01-03 10:00:00,CELL_001,macro,eMBB,901.78,4.051,0.1568,4,-117.6,-17.78,84.2,42,1
2024-01-03 11:00:00,CELL_001,macro,eMBB,763.39,10.26,1.0417,4,-103.8,-10.34,76.4,50,1
2024-01-03 12:00:00,CELL_001,macro,eMBB,1043.31,8.966,0.3573,1,-89.4,-10.44,82.5,56,1
2024-01-03 13:00:00,CELL_001,macro,eMBB,691.0,10.434,0.5662,2,-81.9,-11.63,72.1,46,1
2024-01-03 14:00:00,CELL_001,macro,eMBB,675.93,7.774,0.9053,3,-107.9,-3.0,75.7,49,1
2024-01-03 15:00:00,CELL_001,macro,eMBB,696.97,11.239,0.5971,3,-80.9,-7.33,54.5,39,1
2024-01-03 16:00:00,CELL_001,macro,eMBB,767.08,6.151,1.4242,3,-94.6,-13.32,76.3,45,1
2024-01-03 17:00:00,CELL_001,macro,eMBB,679.88,4.511,1.0598,2,-80.9,-10.93,50.6,37,1
2024-01-03 18:00:00,CELL_001,macro,eMBB,717.52,10.501,0.1089,4,-93.7,-3.74,59.0,40,1
2024-01-03 19:00:00,CELL_001,macro,eMBB,516.98,6.602,0.0001,4,-101.1,-11.25,59.6,51,1
2024-01-03 20:00:00,CELL_001,macro,eMBB,636.73,8.254,0.2145,3,-76.2,-14.24,47.2,38,1
2024-01-03 21:00:00,CELL_001,macro,eMBB,430.85,10.667,0.3301,6,-95.3,-16.88,74.2,31,1
2024-01-03 22:00:00,CELL_001,macro,eMBB,904.98,7.82,0.0003,2,-120.0,-9.64,46.9,43,1
2024-01-03 23:00:00,CELL_001,macro,eMBB,892.76,5.902,0.177,2,-99.9,-10.42,80.7,47,1
2024-01-04 00:00:00,CELL_001,macro,eMBB,876.11,10.88,0.0405,3,-71.5,-11.66,67.3,42,1
2024-01-04 01:00:00,CELL_001,macro,eMBB,907.31,8.446,0.0871,2,-120.0,-4.77,89.2,61,1
2024-01-04 02:00:00,CELL_001,macro,eMBB,687.24,7.569,0.0458,2,-97.0,-9.94,65.3,29,1
2024-01-04 03:00:00,CELL_001,macro,eMBB,766.19,11.652,0.2097,2,-103.5,-10.61,79.0,49,1
2024-01-04 04:00:00,CELL_001,macro,eMBB,763.39,5.206,0.5048,2,-101.6,-6.09,76.9,44,1
2024-01-04 05:00:00,CELL_001,macro,eMBB,866.05,10.088,0.5955,3,-70.0,-14.62,85.5,46,1
2024-01-04 06:00:00,CELL_001,macro,eMBB,792.39,8.014,0.4706,2,-101.8,-15.95,73.3,37,1
2024-01-04 07:00:00,CELL_001,macro,eMBB,777.57,9.343,1.0792,3,-70.2,-13.23,77.7,41,1
2024-01-04 08:00:00,CELL_001,macro,eMBB,887.15,7.993,0.6696,2,-98.6,-20.0,82.8,58,1
2024-01-04 09:00:00,CELL_001,macro,eMBB,733.45,8.986,0.2943,6,-96.5,-6.24,70.5,43,1
2024-01-04 10:00:00,CELL_001,macro,eMBB,972.55,8.317,0.6767,3,-70.0,-16.71,100.0,49,1
2024-01-04 11:00:00,CELL_001,macro,eMBB,868.18,8.83,0.3945,2,-106.1,-19.5,78.5,67,1
2024-01-04 12:00:00,CELL_001,macro,eMBB,971.93,7.982,0.3723,3,-83.7,-17.94,77.5,39,1
2024-01-04 13:00:00,CELL_001,macro,eMBB,946.94,11.885,0.7343,4,-85.1,-6.96,63.7,46,1
2024-01-04 14:00:00,CELL_001,macro,eMBB,979.68,8.11,0.2078,4,-113.1,-13.26,77.5,49,1
2024-01-04 15:00:00,CELL_001,macro,eMBB,923.07,11.041,0.9757,6,-120.0,-13.84,53.2,39,1
2024-01-04 16:00:00,CELL_001,macro,eMBB,602.65,10.05,0.2388,6,-78.3,-4.46,62.0,41,1
2024-01-04 17:00:00,CELL_001,macro,eMBB,969.4,7.097,0.8178,1,-93.6,-3.0,49.5,36,1
2024-01-04 18:00:00,CELL_001,macro,eMBB,411.95,11.85,1.3505,4,-120.0,-13.6,76.7,35,1
2024-01-04 19:00:00,CELL_001,macro,eMBB,771.72,9.487,0.4762,2,-87.9,-14.44,71.6,34,1
2024-01-04 20:00:00,CELL_001,macro,eMBB,568.53,10.299,0.0186,1,-77.3,-13.06,54.0,39,1
2024-01-04 21:00:00,CELL_001,macro,eMBB,538.04,6.862,0.0564,1,-111.8,-4.01,73.5,36,1
2024-01-04 22:00:00,CELL_001,macro,eMBB,628.77,3.088,0.7089,3,-81.9,-12.15,78.5,37,1
2024-01-04 23:00:00,CELL_001,macro,eMBB,928.78,10.519,0.3615,1,-77.8,-12.52,63.0,38,1
2024-01-05 00:00:00,CELL_001,macro,eMBB,811.28,9.572,0.4286,3,-90.1,-7.8,69.4,33,1
2024-01-05 01:00:00,CELL_001,macro,eMBB,898.17,10.3,0.179,3,-78.1,-14.23,71.7,40,1
2024-01-05 02:00:00,CELL_001,macro,eMBB,738.76,8.217,0.1138,3,-95.9,-14.53,69.9,32,1
2024-01-05 03:00:00,CELL_001,macro,eMBB,829.4,8.051,0.8847,5,-83.6,-12.57,74.8,42,1
2024-01-05 04:00:00,CELL_001,macro,eMBB,836.96,7.826,0.6707,1,-109.7,-17.45,81.8,41,1
2024-01-05 05:00:00,CELL_001,macro,eMBB,719.88,7.504,0.7057,4,-111.4,-12.73,64.6,42,1
2024-01-05 06:00:00,CELL_001,macro,eMBB,750.0,4.254,0.0296,3,-108.2,-3.01,69.2,49,1
2024-01-05 07:00:00,CELL_001,macro,eMBB,1045.23,10.473,0.0196,5,-75.9,-5.31,78.8,55,1
2024-01-05 08:00:00,CELL_001,macro,eMBB,599.56,6.771,1.7012,3,-93.7,-15.73,89.4,42,1
2024-01-05 09:00:00,CELL_001,macro,eMBB,775.72,7.324,1.785,4,-93.7,-13.49,67.4,40,1
2024-01-05 10:00:00,CELL_001,macro,eMBB,733.9,7.136,0.0909,5,-96.5,-7.12,69.0,43,1
2024-01-05 11:00:00,CELL_001,macro,eMBB,901.97,8.667,0.4656,1,-111.6,-10.02,72.0,42,1
2024-01-05 12:00:00,CELL_001,macro,eMBB,444.64,8.38,1.0921,6,-91.3,-17.45,52.4,27,1
2024-01-05 13:00:00,CELL_001,macro,eMBB,731.8,9.246,0.1497,1,-120.0,-12.8,79.6,48,1
2024-01-05 14:00:00,CELL_001,macro,eMBB,614.04,10.288,0.149,5,-120.0,-7.78,57.2,38,1
2024-01-05 15:00:00,CELL_001,macro,eMBB,881.44,13.254,0.362,4,-88.7,-19.82,50.8,39,1
2024-01-05 16:00:00,CELL_001,macro,eMBB,927.2,9.032,0.4296,3,-120.0,-11.84,31.2,49,1
2024-01-05 17:00:00,CELL_001,macro,eMBB,913.17,10.49,0.4375,2,-92.0,-20.0,63.1,55,1
2024-01-05 18:00:00,CELL_001,macro,eMBB,684.37,6.355,1.1296,4,-80.9,-16.5,49.1,39,1
2024-01-05 19:00:00,CELL_001,macro,eMBB,535.72,7.814,0.1851,5,-103.8,-6.2,71.6,39,1
2024-01-05 20:00:00,CELL_001,macro,eMBB,695.28,9.613,0.4533,3,-97.1,-5.97,60.6,56,1
2024-01-05 21:00:00,CELL_001,macro,eMBB,602.43,9.141,0.4841,2,-111.8,-15.73,48.3,34,1
2024-01-05 22:00:00,CELL_001,macro,eMBB,776.65,5.617,0.2479,4,-112.1,-16.46,92.8,44,1
2024-01-05 23:00:00,CELL_001,macro,eMBB,896.03,6.92,0.6046,0,-97.5,-20.0,67.3,53,1
2024-01-06 00:00:00,CELL_001,macro,eMBB,983.81,6.73,0.174,5,-83.7,-11.0,82.2,49,1
2024-01-06 01:00:00,CELL_001,macro,eMBB,759.76,3.988,0.4329,4,-99.8,-12.24,54.5,42,1
2024-01-06 02:00:00,CELL_001,macro,eMBB,815.14,6.117,0.1493,3,-104.0,-10.41,100.0,65,1
2024-01-06 03:00:00,CELL_001,macro,eMBB,868.19,10.898,0.4306,3,-88.3,-15.36,72.8,42,1
2024-01-06 04:00:00,CELL_001,macro,eMBB,1016.95,5.384,0.5882,2,-120.0,-3.0,100.0,73,1
2024-01-06 05:00:00,CELL_001,macro,eMBB,906.03,5.242,0.0596,0,-92.0,-15.04,82.9,49,1
2024-01-06 06:00:00,CELL_001,macro,eMBB,780.0,10.325,0.9008,3,-116.0,-5.89,70.8,46,1
2024-01-06 07:00:00,CELL_001,macro,eMBB,819.97,11.089,0.0687,4,-75.2,-6.59,68.3,50,1
2024-01-06 08:00:00,CELL_001,macro,eMBB,951.16,5.678,0.3165,4,-96.0,-10.85,58.3,57,1
2024-01-06 09:00:00,CELL_001,macro,eMBB,858.16,5.606,0.1897,2,-81.2,-6.99,82.1,59,1
2024-01-06 10:00:00,CELL_001,macro,eMBB,647.33,9.129,0.5555,5,-115.4,-10.88,71.9,40,1
2024-01-06 11:00:00,CELL_001,macro,eMBB,960.27,6.048,0.7066,2,-93.5,-6.25,80.7,50,1
2024-01-06 12:00:00,CELL_001,macro,eMBB,556.28,6.995,0.4536,1,-83.8,-5.01,79.7,41,1
2024-01-06 13:00:00,CELL_001,macro,eMBB,913.95,6.348,0.0695,5,-100.1,-10.38,90.2,49,1
2024-01-06 14:00:00,CELL_001,macro,eMBB,767.67,11.174,0.0289,4,-112.9,-10.57,48.4,31,1
2024-01-06 15:00:00,CELL_001,macro,eMBB,940.91,8.819,0.3472,3,-103.7,-9.64,66.2,50,1
2024-01-06 16:00:00,CELL_001,macro,eMBB,690.0,5.311,0.26,3,-118.8,-9.94,63.4,51,1
2024-01-06 17:00:00,CELL_001,macro,eMBB,821.14,10.41,0.0924,5,-91.0,-14.87,64.8,34,1
2024-01-06 18:00:00,CELL_001,macro,eMBB,944.26,8.158,0.0762,2,-74.8,-18.31,92.3,46,1
2024-01-06 19:00:00,CELL_001,macro,eMBB,595.88,13.382,0.4214,7,-96.7,-8.29,40.3,22,1
2024-01-06 20:00:00,CELL_001,macro,eMBB,665.78,11.436,0.498,3,-93.0,-12.57,50.1,26,1
2024-01-06 21:00:00,CELL_001,macro,eMBB,1054.02,7.622,0.6384,2,-84.2,-4.75,66.5,43,1
2024-01-06 22:00:00,CELL_001,macro,eMBB,708.35,7.972,0.2598,2,-98.7,-9.83,46.6,44,1
2024-01-06 23:00:00,CELL_001,macro,eMBB,790.0,6.934,1.8957,2,-90.2,-13.42,72.3,56,1
2024-01-07 00:00:00,CELL_001,macro,eMBB,882.49,6.144,1.9918,2,-100.1,-12.86,88.9,50,1
2024-01-07 01:00:00,CELL_001,macro,eMBB,912.51,11.441,0.6581,2,-101.9,-12.98,71.4,49,1
2024-01-07 02:00:00,CELL_001,macro,eMBB,682.13,10.978,0.4524,5,-100.2,-9.55,53.6,25,1
2024-01-07 03:00:00,CELL_001,macro,eMBB,698.16,11.748,0.0777,0,-102.7,-11.72,66.4,43,1
2024-01-07 04:00:00,CELL_001,macro,eMBB,954.88,6.859,0.633,4,-105.0,-15.66,97.2,51,1
2024-01-07 05:00:00,CELL_001,macro,eMBB,965.95,8.328,0.2972,3,-82.4,-12.04,82.5,50,1
2024-01-07 06:00:00,CELL_001,macro,eMBB,1023.95,7.74,0.4412,2,-90.8,-12.86,75.9,45,1
2024-01-07 07:00:00,CELL_001,macro,eMBB,815.33,6.125,0.2357,2,-93.1,-15.46,81.2,38,1
2024-01-07 08:00:00,CELL_001,macro,eMBB,807.66,9.715,0.2714,1,-85.2,-20.0,74.6,38,1
2024-01-07 09:00:00,CELL_001,macro,eMBB,703.59,9.849,0.4766,2,-78.4,-4.64,64.5,49,1
2024-01-07 10:00:00,CELL_001,macro,eMBB,872.58,4.97,0.2648,1,-114.1,-18.24,81.5,45,1
2024-01-07 11:00:00,CELL_001,macro,eMBB,853.3,7.475,0.4872,4,-93.1,-12.62,79.1,51,1
2024-01-07 12:00:00,CELL_001,macro,eMBB,856.16,9.885,0.1121,4,-93.1,-17.89,92.5,28,1
2024-01-07 13:00:00,CELL_001,macro,eMBB,1009.82,7.828,1.3461,2,-99.1,-20.0,100.0,49,1
2024-01-07 14:00:00,CELL_001,macro,eMBB,700.91,13.971,0.7244,2,-93.0,-12.59,48.2,54,1
2024-01-07 15:00:00,CELL_001,macro,eMBB,882.24,8.706,0.146,6,-104.8,-3.0,98.0,35,1
2024-01-07 16:00:00,CELL_001,macro,eMBB,677.05,9.932,0.069,2,-77.2,-14.95,61.2,28,1
2024-01-07 17:00:00,CELL_001,macro,eMBB,560.05,10.17,0.068,2,-79.7,-14.02,65.7,39,1
2024-01-07 18:00:00,CELL_001,macro,eMBB,625.57,12.093,1.5007,4,-76.9,-12.17,50.6,31,1
2024-01-07 19:00:00,CELL_001,macro,eMBB,824.04,6.748,0.7898,2,-88.7,-16.42,53.8,37,1
2024-01-07 20:00:00,CELL_001,macro,eMBB,756.57,8.807,0.3928,4,-107.9,-16.05,86.0,36,1
2024-01-07 21:00:00,CELL_001,macro,eMBB,737.0,8.92,0.7478,2,-100.0,-13.78,72.4,51,1
2024-01-07 22:00:00,CELL_001,macro,eMBB,796.61,10.004,1.1818,1,-107.7,-12.07,79.1,62,1
2024-01-07 23:00:00,CELL_001,macro,eMBB,1019.04,8.676,0.5378,3,-110.8,-11.75,100.0,50,1
2024-01-08 00:00:00,CELL_001,macro,eMBB,698.26,5.68,0.7059,1,-84.7,-12.71,84.1,43,1
2024-01-08 01:00:00,CELL_001,macro,eMBB,930.23,6.838,0.359,5,-87.8,-15.39,81.1,55,1
2024-01-08 02:00:00,CELL_001,macro,eMBB,857.13,5.073,0.2329,4,-103.0,-11.25,86.8,54,1
2024-01-08 03:00:00,CELL_001,macro,eMBB,967.87,7.579,0.192,2,-102.4,-9.08,79.1,41,1
2024-01-08 04:00:00,CELL_001,macro,eMBB,868.37,6.875,0.5147,4,-101.4,-9.5,74.0,43,1
2024-01-08 05:00:00,CELL_001,macro,eMBB,825.74,6.459,1.4769,2,-91.2,-12.03,69.1,39,1
2024-01-08 06:00:00,CELL_001,macro,eMBB,1021.61,6.525,0.8127,2,-89.3,-14.22,66.1,45,1
2024-01-08 07:00:00,CELL_001,macro,eMBB,956.32,5.956,2.132,5,-90.4,-6.69,73.1,51,0
2024-01-08 08:00:00,CELL_001,macro,eMBB,944.42,9.921,0.7072,4,-114.4,-12.72,78.6,43,1
2024-01-08 09:00:00,CELL_001,macro,eMBB,809.57,4.917,0.0642,6,-86.8,-7.09,77.4,55,1
2024-01-08 10:00:00,CELL_001,macro,eMBB,1002.27,5.185,0.4469,4,-91.4,-5.73,96.6,47,1
2024-01-08 11:00:00,CELL_001,macro,eMBB,1113.2,6.256,1.6995,2,-79.1,-12.62,91.2,51,1
2024-01-08 12:00:00,CELL_001,macro,eMBB,738.82,10.523,0.7638,4,-117.1,-18.87,91.3,44,1
2024-01-08 13:00:00,CELL_001,macro,eMBB,713.35,7.234,0.1625,4,-81.7,-11.04,90.1,39,1
2024-01-08 14:00:00,CELL_001,macro,eMBB,642.48,11.388,0.3143,1,-90.3,-3.09,38.1,41,1
2024-01-08 15:00:00,CELL_001,macro,eMBB,765.58,8.771,0.1686,4,-115.4,-12.87,62.7,46,1
2024-01-08 16:00:00,CELL_001,macro,eMBB,659.08,9.523,0.4211,6,-118.9,-13.05,34.1,41,1
2024-01-08 17:00:00,CELL_001,macro,eMBB,593.88,8.789,0.8866,4,-113.9,-10.84,80.6,44,1
2024-01-08 18:00:00,CELL_001,macro,eMBB,703.3,6.002,0.4951,4,-72.4,-14.6,64.3,37,1
2024-01-08 19:00:00,CELL_001,macro,eMBB,423.04,11.275,1.0704,2,-82.5,-13.63,65.0,32,1
2024-01-08 20:00:00,CELL_001,macro,eMBB,729.59,9.788,0.2521,2,-92.9,-10.87,57.8,33,1
2024-01-08 21:00:00,CELL_001,macro,eMBB,617.63,9.684,0.0853,7,-119.4,-10.33,71.9,35,1
2024-01-08 22:00:00,CELL_001,macro,eMBB,739.29,7.196,0.1566,0,-80.7,-3.0,63.8,28,1
2024-01-08 23:00:00,CELL_001,macro,eMBB,977.67,3.67,1.1857,2,-105.6,-12.58,76.4,45,1
2024-01-09 00:00:00,CELL_001,macro,eMBB,633.63,9.621,1.3593,8,-111.1,-11.59,57.9,42,1
2024-01-09 01:00:00,CELL_001,macro,eMBB,1046.2,9.23,1.5029,4,-116.1,-18.9,59.9,59,1
2024-01-09 02:00:00,CELL_001,macro,eMBB,818.28,8.051,0.1254,2,-99.1,-12.07,76.4,55,1
2024-01-09 03:00:00,CELL_001,macro,eMBB,897.87,8.639,0.3551,4,-88.2,-15.46,69.9,55,1
2024-01-09 04:00:00,CELL_001,macro,eMBB,885.8,8.248,0.4044,2,-96.9,-13.06,75.8,41,1
2024-01-09 05:00:00,CELL_001,macro,eMBB,774.75,10.462,1.7106,2,-102.9,-11.31,99.6,32,1
2024-01-09 06:00:00,CELL_001,macro,eMBB,900.31,3.65,0.4405,0,-83.1,-7.13,70.1,42,1
2024-01-09 07:00:00,CELL_001,macro,eMBB,701.26,10.194,0.0841,4,-114.1,-12.62,63.3,28,1
2024-01-09 08:00:00,CELL_001,macro,eMBB,807.8,9.149,0.2314,4,-108.8,-3.34,65.4,39,1
2024-01-09 09:00:00,CELL_001,macro,eMBB,989.68,2.812,0.2423,3,-101.4,-10.68,85.5,56,1
2024-01-09 10:00:00,CELL_001,macro,eMBB,607.95,11.155,0.8228,2,-84.1,-11.69,80.5,50,1
2024-01-09 11:00:00,CELL_001,macro,eMBB,909.0,5.314,0.232,2,-85.4,-14.03,53.4,53,1
2024-01-09 12:00:00,CELL_001,macro,eMBB,680.37,9.505,0.5903,3,-90.4,-3.0,38.3,44,1
2024-01-09 13:00:00,CELL_001,macro,eMBB,865.59,9.309,0.706,4,-107.6,-7.9,68.4,36,1
2024-01-09 14:00:00,CELL_001,macro,eMBB,679.46,6.262,0.1446,1,-85.8,-20.0,40.9,45,1
2024-01-09 15:00:00,CELL_001,macro,eMBB,715.14,7.273,0.0698,3,-88.1,-18.68,79.4,45,1
2024-01-09 16:00:00,CELL_001,macro,eMBB,481.56,11.984,0.999,2,-117.1,-18.31,45.6,40,1
2024-01-09 17:00:00,CELL_001,macro,eMBB,990.07,8.992,0.4126,4,-86.0,-4.13,91.6,51,1
2024-01-09 18:00:00,CELL_001,macro,eMBB,949.31,8.45,1.3291,3,-83.5,-16.9,72.8,42,1
2024-01-09 19:00:00,CELL_001,macro,eMBB,782.8,6.055,0.1721,2,-100.2,-3.0,48.8,31,1
2024-01-09 20:00:00,CELL_001,macro,eMBB,650.48,12.913,0.1265,3,-78.7,-10.95,61.4,40,1
2024-01-09 21:00:00,CELL_001,macro,eMBB,810.34,9.587,0.1814,1,-120.0,-5.87,69.0,40,1
2024-01-09 22:00:00,CELL_001,macro,eMBB,676.54,8.986,0.1679,5,-110.8,-9.86,42.1,44,1
2024-01-09 23:00:00,CELL_001,macro,eMBB,874.64,6.658,0.3497,8,-120.0,-20.0,71.9,51,1
2024-01-10 00:00:00,CELL_001,macro,eMBB,790.12,8.992,0.0516,1,-98.5,-13.64,40.8,50,1
2024-01-10 01:00:00,CELL_001,macro,eMBB,776.38,3.48,0.1902,1,-107.2,-17.48,81.0,60,1
2024-01-10 02:00:00,CELL_001,macro,eMBB,1071.93,4.364,1.8494,3,-85.1,-17.37,75.3,31,1
2024-01-10 03:00:00,CELL_001,macro,eMBB,827.6,7.393,0.4826,3,-110.5,-18.65,48.1,48,1
2024-01-10 04:00:00,CELL_001,macro,eMBB,1041.2,6.649,0.0098,4,-120.0,-10.44,76.1,58,1
2024-01-10 05:00:00,CELL_001,macro,eMBB,457.52,9.975,0.4838,3,-94.9,-9.07,36.3,24,1
2024-01-10 06:00:00,CELL_001,macro,eMBB,740.34,6.34,0.3132,4,-120.0,-8.11,69.6,55,1
2024-01-10 07:00:00,CELL_001,macro,eMBB,550.39,5.243,0.1113,0,-101.3,-18.57,83.2,31,1
2024-01-10 08:00:00,CELL_001,macro,eMBB,938.99,8.542,0.3299,3,-107.8,-14.71,87.1,51,1
2024-01-10 09:00:00,CELL_001,macro,eMBB,873.37,8.343,0.478,0,-116.1,-3.48,65.7,54,1
2024-01-10 10:00:00,CELL_001,macro,eMBB,829.93,7.032,0.2785,3,-95.2,-4.06,91.0,59,1
2024-01-10 11:00:00,CELL_001,macro,eMBB,704.27,9.155,0.7205,1,-103.8,-12.85,87.6,41,1
2024-01-10 12:00:00,CELL_001,macro,eMBB,824.6,10.16,0.3891,7,-73.9,-18.04,60.6,50,1
2024-01-10 13:00:00,CELL_001,macro,eMBB,964.75,9.366,0.2864,3,-120.0,-11.17,69.6,68,1
